"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,1,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.1,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.4,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.3,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.2,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.1,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.1,,
"GBR","United Kingdom","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.1,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.5,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.5,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.5,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,0.7,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.6,,
"MEX","Mexico","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.6,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,1.2,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,1.3,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,1.2,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,1.2,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,1.5,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,1.5,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.9,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.7,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.6,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.6,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.5,,
"CZE","Czech Republic","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.5,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,1.5,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,1.5,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,1.6,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,1.6,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,1.6,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,1.2,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,1.2,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,1.2,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,1.3,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,1.3,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,1.3,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,1.3,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,1.4,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,1.4,,
"FRA","France","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,1.4,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.3,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.3,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.3,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.3,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.3,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.4,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.4,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,0.4,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.5,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.8,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.8,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.8,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.8,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.8,,
"JPN","Japan","TOTAL","Total","FAM11B","Public social expenditure on cash benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.7,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2001","2001","PC","Percentage","0","Units",,,0.5,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2002","2002","PC","Percentage","0","Units",,,0.5,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2003","2003","PC","Percentage","0","Units",,,0.7,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2004","2004","PC","Percentage","0","Units",,,0.7,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,0.7,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,0.6,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,0.6,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,0.9,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,0.7,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,0.6,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,0.6,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,0.6,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,0.5,,
"USA","United States","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,0.5,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2010","2010","PC","Percentage","0","Units",,,8.4,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2011","2011","PC","Percentage","0","Units",,,13.4,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2012","2012","PC","Percentage","0","Units",,,11.1,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2013","2013","PC","Percentage","0","Units",,,11.3,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2014","2014","PC","Percentage","0","Units",,,16.9,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2015","2015","PC","Percentage","0","Units",,,13.3,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2016","2016","PC","Percentage","0","Units",,,16.6,,
"HRV","Croatia","TOTAL","Total","FAM13","Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school","2017","2017","PC","Percentage","0","Units",,,19.4,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2001","2001","PC","Percentage","0","Units",,,-27.5,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2002","2002","PC","Percentage","0","Units",,,-28.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2003","2003","PC","Percentage","0","Units",,,-32.4,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2004","2004","PC","Percentage","0","Units",,,-28.8,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,-30.7,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,-32.9,,
"KOR","Korea","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,-32.6,,
